ccode,country,year,income,minLong,maxLong,minLat,maxLat,port
GB,United Kingdom,1971,15466.5,,,,,no
GB,United Kingdom,1972,15861.4,,,,,no
GB,United Kingdom,1973,16185.4,,,,,no
GB,United Kingdom,1974,16211,,,,,no
GB,United Kingdom,1975,14278.1,,,,,no
GB,United Kingdom,1976,15540.6,,,,,no
GB,United Kingdom,1977,16031.6,,,,,no
GB,United Kingdom,1978,16566.5,,,,,no
GB,United Kingdom,1979,16554.7,,,,,no
GB,United Kingdom,1980,15989.9,,,,,no
GB,United Kingdom,1981,16732.7,,,,,no
GB,United Kingdom,1982,17014.2,,,,,no
GB,United Kingdom,1983,17737.4,,,,,no
GB,United Kingdom,1984,18476.4,,,,,no
GB,United Kingdom,1985,18665.2,,,,,no
GB,United Kingdom,1986,19417.5,,,,,no
GB,United Kingdom,1987,19758.3,,,,,no
GB,United Kingdom,1988,20268.5,,,,,no
GB,United Kingdom,1989,20994.2,,,,,no
GB,United Kingdom,1990,21161.6,,,,,no
GB,United Kingdom,1991,21313.6,,,,,no
GB,United Kingdom,1992,21568.3,,,,,no
GB,United Kingdom,1993,22051.2,,,,,no
GB,United Kingdom,1994,22904.7,,,,,no
GB,United Kingdom,1995,23939.2,,,,,no
GB,United Kingdom,1996,24144.3,,,,,no
GB,United Kingdom,1997,25193,,,,,no
GB,United Kingdom,1998,26523.6,,,,,no
GB,United Kingdom,1999,28336.6,,,,,no
GB,United Kingdom,2000,28561.2,,,,,no
GB,United Kingdom,2001,29458,,,,,no
GB,United Kingdom,2002,30015,,,,,no
GB,United Kingdom,2003,30807.4,,,,,no
GB,United Kingdom,2004,31597.2,,,,,no
GB,United Kingdom,2005,32025.4,,,,,no
GB,United Kingdom,2006,32421.8,,,,,no
GB,United Kingdom,2007,32695.5,,,,,no
GB,United Kingdom,2008,33546.7,,,,,no
GB,United Kingdom,2009,33834,,,,,no
GB,United Kingdom,2010,31136.1,,,,,no
GB,United Kingdom,2011,31407.1,,,,,no
GB,United Kingdom,2012,30572.1,,,,,no
GB,United Kingdom,2013,31058.8,,,,,no
GB,United Kingdom,2014,31291.3,,,,,no
GB,United Kingdom,2015,31919.3,,,,,no
GB,United Kingdom,2016,32087.5,,,,,no
GB,United Kingdom,2017,32778.6,,,,,no
GB,United Kingdom,2018,32989.5,,,,,no
GB,United Kingdom,2019,33331.5,,,,,no
